label,data
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#menu-categories"" aria-expanded=""false""><span class=""sr-only"">Toggle Categories Menu</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#secondary-nav"" aria-expanded=""false""><span class=""sr-only"">Toggle Secondary Menu</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""toggle-btn collapsed"" data-toggle=""collapse"" data-target=""#main-nav-bar"" aria-expanded=""false""><span class=""sr-only"">Toggle Main Navigation Bar</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#collapse-menu"" aria-expanded=""false""><span class=""sr-only"">Toggle Collapse Menu</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#tab-nav"" aria-expanded=""false""><span class=""sr-only"">Toggle Tab Navigation</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#tool-menu"" aria-expanded=""false""><span class=""sr-only"">Toggle Tool Menu</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#menu-toolbar"" aria-expanded=""false""><span class=""sr-only"">Toggle Toolbar Menu</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#nav-control"" aria-expanded=""false""><span class=""sr-only"">Toggle Nav Control</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""toggle-control collapsed"" data-toggle=""collapse"" data-target=""#menu-actions"" aria-expanded=""false""><span class=""sr-only"">Toggle Actions</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#section-nav"" aria-expanded=""false""><span class=""sr-only"">Toggle Section Navigation</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#global-nav"" aria-expanded=""false""><span class=""sr-only"">Toggle Global Navigation</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""menu-toggle collapsed"" data-toggle=""collapse"" data-target=""#nav-toggle"" aria-expanded=""false""><span class=""sr-only"">Toggle Navigation</span><span class=""icon-bar""></span><span class=""icon-bar""></span><span class=""icon-bar""></span></button>"
class,"<button type=""button"" class=""close-dialog-btn"" data-dismiss=""modal"" aria-label=""Close Window"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-btn"" data-dismiss=""modal"" aria-label=""Close Modal"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""dialog-close-btn"" data-dismiss=""modal"" aria-label=""Close Dialog"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""modal-close-btn"" data-dismiss=""modal"" aria-label=""Close"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-window-btn"" data-dismiss=""modal"" aria-label=""Close Window"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-popup-btn"" data-dismiss=""modal"" aria-label=""Close Popup"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-overlay-btn"" data-dismiss=""modal"" aria-label=""Close Overlay"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""exit-modal-btn"" data-dismiss=""modal"" aria-label=""Exit Modal"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""dismiss-btn"" data-dismiss=""modal"" aria-label=""Dismiss"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-pane-btn"" data-dismiss=""modal"" aria-label=""Close Pane"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-lightbox-btn"" data-dismiss=""modal"" aria-label=""Close Lightbox"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-screen-btn"" data-dismiss=""modal"" aria-label=""Close Screen"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-panel-btn"" data-dismiss=""modal"" aria-label=""Close Panel"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-form-btn"" data-dismiss=""modal"" aria-label=""Close Form"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-alert-btn"" data-dismiss=""modal"" aria-label=""Close Alert"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-message-btn"" data-dismiss=""modal"" aria-label=""Close Message"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""cancel-btn"" data-dismiss=""modal"" aria-label=""Cancel"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""modal-exit-btn"" data-dismiss=""modal"" aria-label=""Exit Modal"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-widget-btn"" data-dismiss=""modal"" aria-label=""Close Widget"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-tab-btn"" data-dismiss=""modal"" aria-label=""Close Tab"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-dialogue-btn"" data-dismiss=""modal"" aria-label=""Close Dialogue"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-frame-btn"" data-dismiss=""modal"" aria-label=""Close Frame"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-popup-window-btn"" data-dismiss=""modal"" aria-label=""Close Popup Window"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""exit-window-btn"" data-dismiss=""modal"" aria-label=""Exit Window"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-layer-btn"" data-dismiss=""modal"" aria-label=""Close Layer"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-content-btn"" data-dismiss=""modal"" aria-label=""Close Content"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-overlay-window-btn"" data-dismiss=""modal"" aria-label=""Close Overlay Window"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-sidebar-btn"" data-dismiss=""modal"" aria-label=""Close Sidebar"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-popup-dialog-btn"" data-dismiss=""modal"" aria-label=""Close Popup Dialog"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""dismiss-window-btn"" data-dismiss=""modal"" aria-label=""Dismiss Window"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""exit-frame-btn"" data-dismiss=""modal"" aria-label=""Exit Frame"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-overlay-pane-btn"" data-dismiss=""modal"" aria-label=""Close Overlay Pane"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-popup-pane-btn"" data-dismiss=""modal"" aria-label=""Close Popup Pane"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-banner-btn"" data-dismiss=""modal"" aria-label=""Close Banner"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""exit-dialog-btn"" data-dismiss=""modal"" aria-label=""Exit Dialog"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-window-action-btn"" data-dismiss=""modal"" aria-label=""Close Window Action"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-notification-btn"" data-dismiss=""modal"" aria-label=""Close Notification"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-info-btn"" data-dismiss=""modal"" aria-label=""Close Info"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-action-btn"" data-dismiss=""modal"" aria-label=""Close Action"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-page-btn"" data-dismiss=""modal"" aria-label=""Close Page"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""close-warning-btn"" data-dismiss=""modal"" aria-label=""Close Warning"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""modal-exit-action-btn"" data-dismiss=""modal"" aria-label=""Exit Modal Action"">
       <span aria-hidden=""true"">×</span>
   </button>"
class,"<button type=""button"" class=""dialog-exit-btn"" data-dismiss=""modal"" aria-label=""Exit Dialog"">
       <span aria-hidden=""true"">×</span>
   </button>"
